,OrderTime,Brand,TotalPrice,Brand_Price_Range_Very Low,Brand_Price_Range_Low,Brand_Price_Range_Medium,Brand_Price_Range_High,Brand_Price_Range_Very High,Brand_Price_Range_Extremely High
1593,2022-03-28 00:00:00,プリーツプリーズ,21450,0,0,0,0,0,1
1592,2022-03-28 00:00:00,プリーツプリーズ,20900,0,0,0,0,0,1
1591,2022-03-29 00:00:00,クリッツィア,8080,0,0,0,1,0,0
1590,2022-04-04 00:00:00,エムズグレイシー,35800,0,0,0,0,1,0
1589,2022-04-04 00:00:00,ポールスチュアート,35800,0,0,0,1,0,0
1588,2022-04-06 00:00:00,ヴィアファブリカ,6100,0,1,0,0,0,0
1587,2022-04-07 00:00:00,コムサイズム,15400,0,1,0,0,0,0
1586,2022-04-07 00:00:00,シビラ,20680,0,0,1,0,0,0
1585,2022-04-07 00:00:00,ピエールカルダン,21700,0,0,0,1,0,0
1582,2022-04-10 00:00:00,ジバンシイ,32500,0,0,0,1,0,0
1583,2022-04-10 00:00:00,ピエールカルダン,6800,0,0,0,1,0,0
1584,2022-04-10 00:00:00,レリアン,18300,0,0,0,0,0,1
1581,2022-04-11 00:00:00,ナラカミーチェ,7200,0,1,0,0,0,0
1580,2022-04-12 00:00:00,レリアン,19400,0,0,0,0,0,1
1579,2022-04-12 00:00:00,東京イギン,32000,0,0,0,0,0,1
1578,2022-04-13 00:00:00,東京イギン,27800,0,0,0,0,0,1
1577,2022-04-13 00:00:00,バーニーズニューヨーク,8300,0,0,1,0,0,0
1576,2022-04-15 00:00:00,レリアン,27600,0,0,0,0,0,1
1575,2022-04-15 00:00:00,スペッチオ,27600,0,0,1,0,0,0
1574,2022-04-16 00:00:00,ボールジー,8300,0,0,0,1,0,0
1573,2022-04-16 00:00:00,スペッチオ,13900,0,0,1,0,0,0
1572,2022-04-16 00:00:00,レリアン,15200,0,0,0,0,0,1
1571,2022-04-17 00:00:00,組曲,10000,0,0,1,0,0,0
1570,2022-04-20 00:00:00,レリアン,15000,0,0,0,0,0,1
1569,2022-04-23 00:00:00,プラステ,8500,0,0,1,0,0,0
1568,2022-04-25 00:00:00,ハーモニカ,13200,0,0,1,0,0,0
1567,2022-04-26 00:00:00,カルヴェン,27500,0,0,0,1,0,0
1566,2022-04-27 00:00:00,ミゼール,25900,0,0,0,1,0,0
1565,2022-04-27 00:00:00,レリアン,25900,0,0,0,0,0,1
1564,2022-04-28 00:00:00,セオリー,14080,0,0,0,0,1,0
1563,2022-05-02 00:00:00,バーニーズニューヨーク,12650,0,0,1,0,0,0
1562,2022-05-07 00:00:00,プラステ,8500,0,0,1,0,0,0
1561,2022-05-10 00:00:00,イッセイミヤケ,22550,0,0,0,0,1,0
1560,2022-05-10 00:00:00,ボッシュ,12000,0,0,1,0,0,0
1559,2022-05-12 00:00:00,ジュンアシダ,19800,0,0,0,0,1,0
1558,2022-05-12 00:00:00,スペッチオ,11550,0,0,1,0,0,0
1554,2022-05-15 00:00:00,キャラオクルス,7700,0,0,1,0,0,0
1557,2022-05-15 00:00:00,アマカ,8300,0,1,0,0,0,0
1556,2022-05-15 00:00:00,ザラ,7750,0,1,0,0,0,0
1555,2022-05-15 00:00:00,銀座マギー,23800,0,0,0,1,0,0
1553,2022-05-16 00:00:00,ノーベスパジオ,5600,0,0,0,0,1,0
1552,2022-05-17 00:00:00,お洒落リバーシブルスカート,6100,0,1,0,0,0,0
1551,2022-05-17 00:00:00,ハーモニカ,7400,0,0,1,0,0,0
1550,2022-05-17 00:00:00,シャミーロイヤル,6800,0,1,0,0,0,0
1549,2022-05-17 00:00:00,マーガレットハウエル,12111,0,0,0,1,0,0
1548,2022-05-18 00:00:00,ローラアシュレイ,17800,0,0,0,1,0,0
1547,2022-05-18 00:00:00,ローラアシュレイ,17800,0,0,0,1,0,0
1546,2022-05-18 00:00:00,モガ,6100,0,1,0,0,0,0
1545,2022-05-18 00:00:00,ジェイアンドアール,26800,0,0,0,1,0,0
1542,2022-05-19 00:00:00,詩仙堂,15800,0,0,0,1,0,0
1544,2022-05-19 00:00:00,ハナホウ,6100,0,1,0,0,0,0
1543,2022-05-19 00:00:00,アルドリッジ,7400,0,1,0,0,0,0
1540,2022-05-21 00:00:00,自由区,20000,0,0,1,0,0,0
1541,2022-05-21 00:00:00,ジュンアシダ,19800,0,0,0,0,1,0
1538,2022-05-22 00:00:00,バーバリーブルーレーベル,13400,0,0,0,1,0,0
1539,2022-05-22 00:00:00,ボールジー,8300,0,0,0,1,0,0
1536,2022-05-23 00:00:00,スペッチオ,22000,0,0,1,0,0,0
1535,2022-05-23 00:00:00,伊太利屋,12000,0,0,0,1,0,0
1537,2022-05-23 00:00:00,ハナエモリ,4810,0,0,1,0,0,0
1534,2022-05-26 00:00:00,ピッコーネ,6900,0,1,0,0,0,0
1533,2022-05-27 00:00:00,マンシングウエア,6600,0,0,1,0,0,0
1532,2022-05-28 00:00:00,レスピーギ,7800,0,1,0,0,0,0
1531,2022-05-29 00:00:00,ルネ,5595,0,0,0,1,0,0
1530,2022-05-29 00:00:00,タルボット,1599,0,0,1,0,0,0
1529,2022-05-30 00:00:00,J.プレス,8520,0,1,0,0,0,0
1528,2022-05-31 00:00:00,バナナリパブリック,11330,0,0,1,0,0,0
1525,2022-06-01 00:00:00,23区,6100,0,0,1,0,0,0
1527,2022-06-01 00:00:00,東京ソワール,23900,0,0,0,0,1,0
1526,2022-06-01 00:00:00,プランテーション,6100,0,1,0,0,0,0
1524,2022-06-02 00:00:00,ロシャス,24800,0,0,0,0,1,0
1523,2022-06-03 00:00:00,ビースリー,8520,0,1,0,0,0,0
1522,2022-06-03 00:00:00,バレンシアガ,4400,1,0,0,0,0,0
1521,2022-06-04 00:00:00,レリアン,80100,0,0,0,0,0,1
1520,2022-06-04 00:00:00,エレウノ,80100,0,0,0,0,0,1
1519,2022-06-04 00:00:00,レリアン,80100,0,0,0,0,0,1
1518,2022-06-04 00:00:00,詩仙堂,19810,0,0,0,1,0,0
1517,2022-06-04 00:00:00,portmons STATUS,80100,0,0,0,0,0,1
1516,2022-06-04 00:00:00,レリアン,80100,0,0,0,0,0,1
1515,2022-06-04 00:00:00,ジュンコシマダ,16800,0,0,0,1,0,0
1514,2022-06-04 00:00:00,ロイスクレヨン,6899,0,1,0,0,0,0
1513,2022-06-04 00:00:00,ローラアシュレイ,7900,0,0,0,1,0,0
1510,2022-06-05 00:00:00,オットー,7000,0,0,1,0,0,0
1511,2022-06-05 00:00:00,アリスバーリー,9400,0,0,0,1,0,0
1512,2022-06-05 00:00:00,インディヴィ,16500,0,0,0,1,0,0
1504,2022-06-06 00:00:00,エフデ,31920,0,0,0,0,0,1
1505,2022-06-06 00:00:00,スペッチオ,15190,0,0,1,0,0,0
1509,2022-06-06 00:00:00,東京ソワール,21000,0,0,0,0,1,0
1507,2022-06-06 00:00:00,エフデ,31920,0,0,0,0,0,1
1508,2022-06-06 00:00:00,マドモアゼルノンノン,11200,0,1,0,0,0,0
1506,2022-06-06 00:00:00,エフデ,31920,0,0,0,0,0,1
1503,2022-06-07 00:00:00,ノーブランド,10416,0,1,0,0,0,0
1502,2022-06-07 00:00:00,ノーブランド,10416,0,1,0,0,0,0
1501,2022-06-07 00:00:00,ノーブランド,10416,0,1,0,0,0,0
1500,2022-06-07 00:00:00,斉藤都世子,20160,0,0,0,0,0,1
1499,2022-06-07 00:00:00,ヨシエイナバ,5800,0,0,1,0,0,0
1497,2022-06-08 00:00:00,サンジョア,13860,0,0,1,0,0,0
1498,2022-06-08 00:00:00,ノーブランド,4710,0,1,0,0,0,0
1496,2022-06-09 00:00:00,オットー,43050,0,0,1,0,0,0
1494,2022-06-09 00:00:00,ビスケー,6080,0,0,0,0,1,0
1493,2022-06-09 00:00:00,へっぽこ先生,43050,0,0,0,0,0,1
1495,2022-06-09 00:00:00,ケイコキシ,43050,0,0,0,0,0,1
1492,2022-06-10 00:00:00,ナラカミーチェ,8800,0,1,0,0,0,0
1491,2022-06-10 00:00:00,アニエスベー,12600,0,0,1,0,0,0
1490,2022-06-10 00:00:00,ロートレアモン,12430,0,0,0,0,0,1
1489,2022-06-10 00:00:00,ビースリー,12430,0,1,0,0,0,0
1488,2022-06-11 00:00:00,ビースリー,4810,0,1,0,0,0,0
1487,2022-06-12 00:00:00,ドロテビス,4400,1,0,0,0,0,0
1486,2022-06-12 00:00:00,伊太利屋,6499,0,0,0,1,0,0
1485,2022-06-13 00:00:00,リミフゥ,5580,0,1,0,0,0,0
1484,2022-06-14 00:00:00,ワオスクチュール,12810,0,0,1,0,0,0
1483,2022-06-15 00:00:00,ソレイアード,9400,0,1,0,0,0,0
1482,2022-06-19 00:00:00,アンタイトル,6551,0,0,1,0,0,0
1481,2022-06-19 00:00:00,ナラカミーチェ,7200,0,1,0,0,0,0
1480,2022-06-20 00:00:00,ノーブランド,6100,0,1,0,0,0,0
1479,2022-06-20 00:00:00,アンクライン,13000,0,0,1,0,0,0
1478,2022-06-21 00:00:00,セオリー,16280,0,0,0,0,1,0
1477,2022-06-23 00:00:00,Kirsch Bliixe,18800,0,0,0,0,0,1
1476,2022-06-23 00:00:00,ユキトリイ,42500,0,0,0,0,1,0
1475,2022-06-23 00:00:00,Kirsch Bliixe,42500,0,0,0,0,0,1
1474,2022-06-23 00:00:00,ハロッズ,8600,0,0,0,0,0,1
1473,2022-06-24 00:00:00,モスキーノ,17210,0,0,0,1,0,0
1472,2022-06-24 00:00:00,横浜元町フクゾー,5880,0,1,0,0,0,0
1471,2022-06-24 00:00:00,ハロッズ,12800,0,0,0,0,0,1
1468,2022-06-25 00:00:00,ヒロココシノ,15200,0,0,0,1,0,0
1467,2022-06-25 00:00:00,ユキトリイ,21700,0,0,0,0,1,0
1470,2022-06-25 00:00:00,ユキトリイ,21700,0,0,0,0,1,0
1469,2022-06-25 00:00:00,伊太利屋,10401,0,0,0,1,0,0
1466,2022-06-26 00:00:00,イギンジブリーヌ,19000,0,0,0,1,0,0
1465,2022-06-27 00:00:00,ドゥクラッセ,7400,0,1,0,0,0,0
1464,2022-06-29 00:00:00,スペッチオ,5600,0,0,1,0,0,0
1463,2022-06-29 00:00:00,エヴェックス バイ クリツィア,7390,0,1,0,0,0,0
1462,2022-06-29 00:00:00,ユキトリイ,14500,0,0,0,0,1,0
1461,2022-06-30 00:00:00,クリスチャンディオール,11000,0,0,0,1,0,0
1460,2022-06-30 00:00:00,ナルシソロドリゲス,6200,0,1,0,0,0,0
1459,2022-06-30 00:00:00,ザラベーシック,7090,0,1,0,0,0,0
1458,2022-07-01 00:00:00,センソユニコ,11800,0,0,1,0,0,0
1457,2022-07-03 00:00:00,トゥービーシック,8500,0,0,0,0,1,0
1456,2022-07-03 00:00:00,ラルフローレン,6551,0,0,1,0,0,0
1455,2022-07-05 00:00:00,キヨコタカセ,14300,0,0,1,0,0,0
1454,2022-07-06 00:00:00,イエガー,12800,0,0,1,0,0,0
1452,2022-07-07 00:00:00,ギビー,33600,0,0,0,1,0,0
1453,2022-07-07 00:00:00,ラピーヌ,33600,0,0,0,0,1,0
1450,2022-07-08 00:00:00,東京イギン,25200,0,0,0,0,0,1
1451,2022-07-08 00:00:00,匠の黒×東京ソワール,39800,0,0,0,0,0,1
1449,2022-07-09 00:00:00,東京イギン,32200,0,0,0,0,0,1
1448,2022-07-09 00:00:00,ポールスチュアート,15730,0,0,0,1,0,0
1447,2022-07-09 00:00:00,エムズグレイシー,11000,0,0,0,0,1,0
1446,2022-07-10 00:00:00,トランスワーク,11000,0,0,1,0,0,0
1445,2022-07-10 00:00:00,クリスチャンオジャール,6100,0,1,0,0,0,0
1444,2022-07-10 00:00:00,クインク,10000,0,1,0,0,0,0
1443,2022-07-11 00:00:00,ジバンシイ,15899,0,0,0,1,0,0
1442,2022-07-11 00:00:00,プルミエ,7600,0,1,0,0,0,0
1441,2022-07-11 00:00:00,バジーレ28,4710,0,1,0,0,0,0
1439,2022-07-15 00:00:00,シャレブラン,8000,0,1,0,0,0,0
1440,2022-07-15 00:00:00,ローラアシュレイ,18150,0,0,0,1,0,0
1437,2022-07-16 00:00:00,フィフィーユ,5899,0,1,0,0,0,0
1438,2022-07-16 00:00:00,ヴィアファブリカ,6100,0,1,0,0,0,0
1436,2022-07-17 00:00:00,ニューヨーカー,12430,0,0,1,0,0,0
1435,2022-07-17 00:00:00,伊太利屋,19400,0,0,0,1,0,0
1434,2022-07-18 00:00:00,トッカ,29700,0,0,0,0,0,1
1433,2022-07-18 00:00:00,ジャンニロジュディチェ,5595,0,1,0,0,0,0
1432,2022-07-18 00:00:00,スペッチオ,11000,0,0,1,0,0,0
1431,2022-07-18 00:00:00,ロザース,12800,0,0,1,0,0,0
1430,2022-07-18 00:00:00,ローラアシュレイ,16500,0,0,0,1,0,0
1429,2022-07-18 00:00:00,東京イギン,17900,0,0,0,0,0,1
1428,2022-07-18 00:00:00,バンベール,6100,0,1,0,0,0,0
1427,2022-07-19 00:00:00,ドゥクラッセ,8080,0,1,0,0,0,0
1423,2022-07-20 00:00:00,プリーツプリーズ,20500,0,0,0,0,0,1
1424,2022-07-20 00:00:00,フェロー,20000,0,0,0,1,0,0
1426,2022-07-20 00:00:00,ヒロコビス,16280,0,0,1,0,0,0
1425,2022-07-20 00:00:00,パターントルソ,12800,0,0,1,0,0,0
1421,2022-07-22 00:00:00,ウナパルテ,6800,0,1,0,0,0,0
1419,2022-07-22 00:00:00,Saraku,12800,0,0,1,0,0,0
1422,2022-07-22 00:00:00,berenouveler,10401,0,0,1,0,0,0
1420,2022-07-22 00:00:00,セシオセラ,5600,0,1,0,0,0,0
1418,2022-07-23 00:00:00,ドルチェ＆ガッバーナ,4400,1,0,0,0,0,0
1417,2022-07-23 00:00:00,アンタイトル,10399,0,0,1,0,0,0
1416,2022-07-25 00:00:00,ロシャス,29800,0,0,0,0,1,0
1415,2022-07-25 00:00:00,プリーツプリーズ,18500,0,0,0,0,0,1
1414,2022-07-25 00:00:00,東京イギン,16200,0,0,0,0,0,1
1413,2022-07-26 00:00:00,クリスチャンディオールスポーツ,4700,1,0,0,0,0,0
1412,2022-07-26 00:00:00,センソユニコ,18480,0,0,1,0,0,0
1411,2022-07-27 00:00:00,ザラ,14080,0,1,0,0,0,0
1410,2022-07-30 00:00:00,東京ソワール,30140,0,0,0,0,1,0
1409,2022-07-31 00:00:00,パティオウェア,9400,0,0,0,1,0,0
1408,2022-08-01 00:00:00,インディヴィ,8400,0,0,0,1,0,0
1407,2022-08-04 00:00:00,ビーシービージーマックスアズリア,18700,0,0,0,0,1,0
1406,2022-08-04 00:00:00,ウィークエンド,12900,0,0,1,0,0,0
1402,2022-08-05 00:00:00,ヴゼット,7300,0,1,0,0,0,0
1404,2022-08-05 00:00:00,伊太利屋,48500,0,0,0,1,0,0
1405,2022-08-05 00:00:00,シズカコムロ,15000,0,0,0,1,0,0
1403,2022-08-05 00:00:00,伊太利屋,48500,0,0,0,1,0,0
1401,2022-08-07 00:00:00,ドルチェアンドガッバーナ,17160,0,0,0,0,1,0
1400,2022-08-07 00:00:00,ピンキー&ダイアン,7385,0,1,0,0,0,0
1399,2022-08-07 00:00:00,ジェイデルポゾ,29400,0,0,0,0,0,1
1398,2022-08-07 00:00:00,コムサデモード,29400,0,0,0,1,0,0
1397,2022-08-09 00:00:00,ランズエンド,7000,0,0,0,0,0,1
1396,2022-08-12 00:00:00,ザラ,6080,0,1,0,0,0,0
1395,2022-08-13 00:00:00,クインシー,5799,0,1,0,0,0,0
1394,2022-08-14 00:00:00,シャレブラン,4400,0,1,0,0,0,0
1393,2022-08-14 00:00:00,フランコフェラーロ,5595,0,1,0,0,0,0
1392,2022-08-15 00:00:00,プラステ,17400,0,0,1,0,0,0
1389,2022-08-17 00:00:00,組曲,13000,0,0,1,0,0,0
1391,2022-08-17 00:00:00,ジャンポールゴルチエ,48200,0,0,0,0,0,1
1390,2022-08-17 00:00:00,リニア,5600,0,1,0,0,0,0
1388,2022-08-18 00:00:00,ユキトリイ,24000,0,0,0,0,1,0
1387,2022-08-21 00:00:00,23区×RAJU,13900,0,0,1,0,0,0
1386,2022-08-21 00:00:00,ノーブランド,2480,0,1,0,0,0,0
1385,2022-08-24 00:00:00,オットー,9180,0,0,1,0,0,0
1384,2022-08-27 00:00:00,ロイスクレヨン,13200,0,1,0,0,0,0
1383,2022-08-27 00:00:00,ビアッジョブルー,7600,0,1,0,0,0,0
1382,2022-08-27 00:00:00,東京ソワール,12900,0,0,0,0,1,0
1381,2022-08-28 00:00:00,ハナエモリ,4810,0,0,1,0,0,0
1380,2022-08-30 00:00:00,ピエールカルダン,12810,0,0,0,1,0,0
1379,2022-08-31 00:00:00,ハナエモリ,5810,0,0,1,0,0,0
1378,2022-09-01 00:00:00,ダックス,12800,0,0,0,1,0,0
1370,2022-09-04 00:00:00,東京ソワール,17900,0,0,0,0,1,0
1371,2022-09-04 00:00:00,ファーバッグ,2502,1,0,0,0,0,0
1372,2022-09-04 00:00:00,セオリー,23760,0,0,0,0,1,0
1376,2022-09-04 00:00:00,ファーバッグ,2502,1,0,0,0,0,0
1374,2022-09-04 00:00:00,ローラアシュレイ,3500,0,0,0,1,0,0
1375,2022-09-04 00:00:00,エムズグレイシー,13860,0,0,0,0,1,0
1377,2022-09-04 00:00:00,伊太利屋,10500,0,0,0,1,0,0
1373,2022-09-04 00:00:00,コントワーデコトニエ,6200,0,0,1,0,0,0
1369,2022-09-05 00:00:00,詩仙堂,14280,0,0,0,1,0,0
1368,2022-09-05 00:00:00,ノーマカマリ,14700,0,0,1,0,0,0
1367,2022-09-05 00:00:00,ノーブランド,2232,0,1,0,0,0,0
1366,2022-09-05 00:00:00,インゲボルグ,18150,0,0,0,1,0,0
1365,2022-09-06 00:00:00,ローラアシュレイ,5040,0,0,0,1,0,0
1362,2022-09-07 00:00:00,エムズグレイシー,12600,0,0,0,0,1,0
1361,2022-09-07 00:00:00,ジュンアシダ,16200,0,0,0,0,1,0
1364,2022-09-07 00:00:00,バーバリー,17300,0,0,0,0,0,1
1363,2022-09-07 00:00:00,ピエールカルダン,7840,0,0,0,1,0,0
1359,2022-09-08 00:00:00,ソレイユ,20300,0,0,0,0,1,0
1360,2022-09-08 00:00:00,ローラアシュレイ,12950,0,0,0,1,0,0
1358,2022-09-10 00:00:00,ノーブランド,2232,0,1,0,0,0,0
1357,2022-09-10 00:00:00,アリスバーリー,21700,0,0,0,1,0,0
1356,2022-09-10 00:00:00,クードシャンス,21700,0,0,1,0,0,0
1355,2022-09-11 00:00:00,レリアン,19690,0,0,0,0,0,1
1354,2022-09-11 00:00:00,バーバリー,6810,0,0,0,0,0,1
1353,2022-09-12 00:00:00,アルマーニ,24899,0,0,0,0,1,0
1352,2022-09-12 00:00:00,伊太利屋,10500,0,0,0,1,0,0
1351,2022-09-16 00:00:00,アリスバーリー,8500,0,0,0,1,0,0
1350,2022-09-17 00:00:00,アリスバーリー,9070,0,0,0,1,0,0
1349,2022-09-17 00:00:00,イエナ,7600,0,1,0,0,0,0
1347,2022-09-18 00:00:00,ビースリー,6899,0,1,0,0,0,0
1348,2022-09-18 00:00:00,マックスマーラ,28300,0,0,0,1,0,0
1345,2022-09-19 00:00:00,コーザノストラ,16500,0,0,0,1,0,0
1344,2022-09-19 00:00:00,サンファン,12800,0,0,1,0,0,0
1343,2022-09-19 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1342,2022-09-19 00:00:00,マダムハナイ,22800,0,0,0,1,0,0
1341,2022-09-19 00:00:00,小田急百貨店,22800,0,0,0,0,1,0
1346,2022-09-19 00:00:00,グレープ元町,10399,0,0,1,0,0,0
1340,2022-09-20 00:00:00,ベネーラアラプ,24200,0,0,0,0,1,0
1339,2022-09-20 00:00:00,ヴェルサーチ,24750,0,0,0,0,1,0
1338,2022-09-21 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1337,2022-09-21 00:00:00,ノーブランド,6560,0,1,0,0,0,0
1336,2022-09-21 00:00:00,ノーブランド,6560,0,1,0,0,0,0
1335,2022-09-22 00:00:00,アクアスキュータム,25500,0,0,0,0,1,0
1334,2022-09-22 00:00:00,ピンクハウス,4810,0,0,0,1,0,0
1331,2022-09-23 00:00:00,レリアン,19811,0,0,0,0,0,1
1332,2022-09-23 00:00:00,ソワールドルチェ,19000,0,0,0,0,1,0
1333,2022-09-23 00:00:00,ポールスチュアート,22800,0,0,0,1,0,0
1330,2022-09-25 00:00:00,ラルフローレン,5460,0,0,1,0,0,0
1329,2022-09-25 00:00:00,23区,13420,0,0,1,0,0,0
1328,2022-09-29 00:00:00,ダナパリス,11000,0,0,1,0,0,0
1327,2022-09-30 00:00:00,ピノーレ,10200,0,1,0,0,0,0
1326,2022-09-30 00:00:00,バーバリー,25200,0,0,0,0,0,1
1325,2022-10-01 00:00:00,スペッチオ,12800,0,0,1,0,0,0
1324,2022-10-02 00:00:00,ランバンスポーツ,8599,0,1,0,0,0,0
1323,2022-10-03 00:00:00,サンフェルメール,8300,0,1,0,0,0,0
1322,2022-10-03 00:00:00,ラルフローレン,10599,0,0,1,0,0,0
1321,2022-10-04 00:00:00,イッセイミヤケ,19800,0,0,0,0,1,0
1320,2022-10-04 00:00:00,クレージュ,6080,0,0,1,0,0,0
1313,2022-10-05 00:00:00,バーバリー,34000,0,0,0,0,0,1
1314,2022-10-05 00:00:00,オットーコレクション,15620,0,0,0,1,0,0
1315,2022-10-05 00:00:00,ユキトリイ,21900,0,0,0,0,1,0
1317,2022-10-05 00:00:00,バーバリー,70500,0,0,0,0,0,1
1318,2022-10-05 00:00:00,バーバリー,70500,0,0,0,0,0,1
1319,2022-10-05 00:00:00,マイケルコース,21900,0,0,0,1,0,0
1316,2022-10-05 00:00:00,ダックス,13200,0,0,0,1,0,0
1312,2022-10-07 00:00:00,ヒロココシノ,8300,0,0,0,1,0,0
1311,2022-10-07 00:00:00,イッセイミヤケ,28300,0,0,0,0,1,0
1310,2022-10-08 00:00:00,銀座和光,80000,0,0,0,0,0,1
1309,2022-10-08 00:00:00,ラルフローレン,14300,0,0,1,0,0,0
1308,2022-10-08 00:00:00,トピーズ,10000,0,0,1,0,0,0
1307,2022-10-09 00:00:00,元町ゼラール,21000,0,0,0,0,1,0
1299,2022-10-10 00:00:00,ボディードレッシングデラックス,5595,0,1,0,0,0,0
1300,2022-10-10 00:00:00,ハーモニカ,14850,0,0,1,0,0,0
1301,2022-10-10 00:00:00,セシオセラ,4710,0,1,0,0,0,0
1304,2022-10-10 00:00:00,レリアン,28800,0,0,0,0,0,1
1303,2022-10-10 00:00:00,レリアン,34800,0,0,0,0,0,1
1302,2022-10-10 00:00:00,23区,6551,0,0,1,0,0,0
1305,2022-10-10 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1306,2022-10-10 00:00:00,ポールスチュアート,9100,0,0,0,1,0,0
1298,2022-10-11 00:00:00,イネド,11300,0,0,1,0,0,0
1297,2022-10-14 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1293,2022-10-15 00:00:00,ジュンコシマダ,6800,0,0,0,1,0,0
1296,2022-10-15 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1295,2022-10-15 00:00:00,びーどろぽえむ,14200,0,0,1,0,0,0
1294,2022-10-15 00:00:00,ギャラリービスコンティ,5800,0,1,0,0,0,0
1292,2022-10-16 00:00:00,アウアウバイジュンコシマダ,12000,0,0,1,0,0,0
1291,2022-10-16 00:00:00,23区,7400,0,0,1,0,0,0
1290,2022-10-16 00:00:00,ローラアシュレイ,6800,0,0,0,1,0,0
1289,2022-10-17 00:00:00,バナナリパブリック,6100,0,0,1,0,0,0
1288,2022-10-17 00:00:00,セリーヌ,34800,0,0,0,0,0,1
1287,2022-10-17 00:00:00,クードシャンス,10400,0,0,1,0,0,0
1286,2022-10-18 00:00:00,23区,9800,0,0,1,0,0,0
1285,2022-10-19 00:00:00,ローラアシュレイ,17000,0,0,0,1,0,0
1284,2022-10-19 00:00:00,マリココウガ,9730,0,1,0,0,0,0
1282,2022-10-20 00:00:00,クレージュ,13400,0,0,1,0,0,0
1281,2022-10-20 00:00:00,アンスペック,13400,0,0,1,0,0,0
1280,2022-10-20 00:00:00,ドゥクラッセ,6080,0,1,0,0,0,0
