年月日,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
2024/7/11,27.8,29.6,26.1,0.5,0.0,曇時々雨,曇後一時雨
2024/7/12,24.4,26.9,22.4,13.5,0.0,雨,雨後曇
2024/7/13,26.2,31.3,22.5,0.0,7.0,薄曇後一時雨,雨時々曇
2024/7/14,25.4,28.8,23.7,12.5,0.4,曇時々雨,曇
2024/7/15,24.6,27.7,23.2,0.5,0.4,曇一時雨,曇後一時雨
2024/7/16,23.9,27.3,22.2,11.5,0.1,雨時々曇,雨時々曇
2024/7/17,25.8,31.3,22.1,1.0,2.9,曇,曇
2024/7/18,28.4,33.4,24.4,0.0,7.4,薄曇後一時晴,曇
2024/7/19,30.0,34.5,26.0,0,5.2,曇後一時晴,曇後晴
2024/7/20,30.7,35.8,25.0,45.0,10.2,晴後曇,大雨時々曇、雷を伴う
2024/7/21,29.1,34.6,24.6,20.0,11.0,晴時々薄曇,晴
2024/7/22,30.5,36.6,24.8,9.5,10.4,晴後一時薄曇、雷を伴う,曇一時雨後晴、雷を伴う
2024/7/23,29.5,34.5,24.2,0,13.0,快晴,晴後一時薄曇
2024/7/24,30.1,36.0,24.9,0.0,8.5,曇時々晴、雷を伴う,薄曇
2024/7/25,30.2,34.8,27.0,0.5,7.1,晴時々薄曇一時雨,薄曇時々晴後一時雨、雷を伴う
2024/7/26,30.1,35.6,26.1,0.0,6.9,薄曇,曇一時雨
2024/7/27,30.3,35.6,26.7,0.5,7.1,薄曇後一時雨,薄曇時々晴一時雨
2024/7/28,31.6,36.8,26.5,0,10.5,薄曇,薄曇一時晴
2024/7/29,32.3,37.3,29.3,0,10.7,薄曇後一時晴,晴
2024/7/30,30.8,36.1,27.8,0.5,4.0,曇時々晴後一時雨,曇
2024/7/31,29.4,35.6,24.6,42.5,5.6,曇後一時雨,曇一時大雨後時々晴、雷を伴う
2024/8/1,28.5,33.5,24.5,0,9.3,薄曇一時晴,曇時々晴
2024/8/2,28.7,33.9,25.4,0,6.0,曇後晴,曇時々晴
2024/8/3,29.4,34.6,26.0,0,8.9,晴一時曇,晴後一時曇
2024/8/4,30.0,35.3,25.4,0,10.0,晴,晴
2024/8/5,30.0,35.0,26.1,0,7.8,薄曇一時晴,曇一時晴
2024/8/6,29.9,33.5,26.6,0,1.8,曇,曇、雷を伴う
2024/8/7,28.9,34.6,23.9,76.5,4.6,薄曇後一時晴,大雨時々曇、雷を伴う
2024/8/8,28.1,33.9,24.4,0.0,4.0,晴時々曇,晴
2024/8/9,30.0,35.3,26.6,0,8.6,晴一時曇,晴一時曇
2024/8/10,30.0,34.9,26.8,0,8.6,晴後薄曇,晴時々曇
2024/8/11,31.5,35.9,27.4,0,10.7,晴後薄曇,晴
2024/8/12,31.2,35.5,28.3,0,11.6,晴,晴
2024/8/13,30.8,34.9,27.7,0,10.4,晴,晴一時曇
2024/8/14,30.4,34.7,27.4,0.0,4.9,晴,晴時々曇
2024/8/15,30.3,35.7,26.8,0.0,6.7,晴時々薄曇,曇後雨
2024/8/16,26.7,29.1,25.2,90.0,0.0,大雨、雷を伴う,雨後曇
2024/8/17,30.4,35.9,25.4,0.0,8.5,晴後一時雨,晴後曇
2024/8/18,29.7,34.0,26.9,0.0,4.9,曇後晴,晴一時曇
2024/8/19,29.2,34.5,23.3,22.0,7.0,曇時々晴,雨時々曇、雷を伴う
2024/8/20,28.3,34.7,23.5,0.5,8.2,晴一時雨,曇一時晴
2024/8/21,28.3,33.6,24.6,21.0,5.2,曇時々晴,曇一時雨、雷を伴う
2024/8/22,27.5,30.5,25.1,16.0,2.1,曇時々雨、雷を伴う,曇
2024/8/23,28.9,32.3,27.0,0.0,5.2,曇後晴,曇時々晴
2024/8/24,29.4,34.4,25.4,1.0,7.9,晴時々曇,曇一時雨後一時晴、雷を伴う
2024/8/25,28.6,33.5,25.3,1.5,7.4,晴時々曇一時雨,晴
2024/8/26,29.2,33.6,25.9,0,10.0,晴後一時薄曇,晴時々薄曇一時雨、雷を伴う
2024/8/27,27.7,31.5,24.5,30.0,4.0,曇時々雨,曇
2024/8/28,28.0,31.4,26.2,0.0,2.4,曇,晴後一時薄曇
2024/8/29,27.1,31.4,25.4,23.0,1.5,薄曇時々雨,大雨
2024/8/30,26.0,27.6,25.0,84.0,0.0,大雨後時々曇,雨時々曇
2024/8/31,27.1,31.1,24.7,15.5,1.6,曇時々雨,雨後一時薄曇、雷を伴う
2024/9/1,26.2,30.5,23.7,35.5,0.8,曇後時々雨、雷を伴う,雨一時曇後晴、雷を伴う
2024/9/2,29.3,34.1,25.4,0.0,11.1,晴,晴時々曇
2024/9/3,24.9,27.4,23.3,9.5,0.1,曇時々雨,曇
2024/9/4,25.4,30.0,22.8,0.0,6.8,晴時々曇,晴
2024/9/5,26.7,31.8,22.4,0,9.2,晴,晴一時曇
2024/9/6,28.3,33.5,24.6,0,9.5,晴一時薄曇,晴後一時曇
2024/9/7,28.7,33.8,25.8,0,8.1,晴後一時薄曇,晴
2024/9/8,28.9,33.6,25.5,0,8.6,晴,晴一時曇
2024/9/9,28.3,33.7,25.2,2.5,5.4,晴,晴時々曇一時雨
2024/9/10,28.6,33.7,24.5,0,10.0,晴,晴一時曇
2024/9/11,29.6,34.2,26.3,0,10.5,晴,晴後一時曇
2024/9/12,29.6,34.5,26.8,0,6.9,晴,晴
2024/9/13,29.6,33.9,26.5,0,9.2,晴,晴
2024/9/14,29.5,34.5,26.3,0,10.6,晴,晴後一時曇
2024/9/15,29.9,34.4,25.8,34.0,10.2,晴後一時薄曇,曇時々大雨
2024/9/16,25.7,28.3,23.9,2.0,0.1,曇一時雨,曇
2024/9/17,27.7,33.4,23.3,0,8.7,晴一時曇,晴時々曇
2024/9/18,28.8,35.1,24.8,2.5,7.1,晴後曇一時雨,曇時々雨一時晴、雷を伴う
2024/9/19,27.7,33.6,24.7,0.0,3.5,薄曇一時雨、雷を伴う,曇後一時晴
2024/9/20,29.4,33.9,25.5,0.0,7.2,晴後一時薄曇,晴時々薄曇
2024/9/21,28.5,32.6,24.0,0.0,2.1,薄曇,曇時々雨
2024/9/22,24.6,28.9,22.5,2.5,0.3,曇時々雨,曇後雨
2024/9/23,22.6,27.7,19.7,8.0,4.0,晴時々曇一時雨,晴
2024/9/24,20.9,25.3,17.7,0,4.4,晴時々曇,晴後一時曇
2024/9/25,20.4,23.7,17.9,4.5,0.0,曇時々雨,雨時々曇
2024/9/26,24.1,29.1,19.4,0.5,4.9,晴時々曇,曇後一時雨
2024/9/27,23.3,24.8,22.4,8.0,0.0,雨時々曇,曇時々雨
2024/9/28,24.0,27.4,21.8,0,1.1,曇,曇
2024/9/29,22.6,25.0,21.3,2.0,0.2,曇後時々雨,曇
2024/9/30,22.7,25.3,20.5,0.0,0.2,曇時々雨,曇時々晴
2024/10/1,23.3,26.6,20.1,0.5,2.7,曇一時雨,晴一時曇
2024/10/2,26.5,31.9,22.0,0.0,10.2,晴時々薄曇,曇時々雨一時晴
2024/10/3,23.1,25.4,21.6,11.0,0.2,曇時々雨,曇時々雨
2024/10/4,25.9,30.4,22.3,2.0,3.8,曇一時雨,曇後一時雨
2024/10/5,21.3,24.5,18.9,9.5,0.0,雨一時曇,雨後曇
2024/10/6,21.3,22.9,19.1,0.0,0.0,曇一時雨,曇後一時晴
2024/10/7,25.0,29.9,20.7,0.0,7.3,晴時々曇,雨時々曇一時晴
2024/10/8,18.8,25.3,15.1,33.5,0.0,雨,大雨
2024/10/9,16.0,17.7,14.9,53.5,0.0,雨後一時曇,晴時々曇
2024/10/10,17.8,22.1,15.2,0.0,0.9,曇,晴時々薄曇
2024/10/11,19.0,24.3,14.3,0,9.9,薄曇,晴一時薄曇
2024/10/12,20.6,25.8,16.4,0,8.8,晴,快晴
2024/10/13,20.9,26.6,16.9,0,9.7,晴,快晴
2024/10/14,20.8,26.4,16.8,0,8.7,晴,晴時々曇
2024/10/15,22.1,26.6,17.9,0,9.7,晴,晴後一時薄曇
2024/10/16,22.6,26.4,19.0,0.0,1.0,曇,曇
2024/10/17,22.8,26.0,20.7,0.0,0.9,曇一時雨,薄曇
2024/10/18,21.6,22.9,20.5,2.0,0.0,曇時々雨,雨時々曇
2024/10/19,24.2,30.1,21.2,1.5,4.2,曇,曇時々雨
2024/10/20,17.4,22.7,13.3,0.0,6.5,晴時々曇一時雨,晴
2024/10/21,16.2,20.5,11.5,0.0,4.4,晴時々曇,晴時々曇
2024/10/22,19.7,24.4,14.5,0.0,4.7,晴時々曇,曇
2024/10/23,21.9,24.8,18.8,6.5,0.2,曇時々雨,曇
2024/10/24,22.6,26.3,19.8,0.0,4.2,曇一時晴,曇後一時雨
2024/10/25,20.2,21.8,18.3,0.5,0.0,曇一時雨,曇
2024/10/26,19.0,20.7,17.2,0,0.0,曇,曇後一時晴
2024/10/27,19.7,23.8,16.6,4.0,2.8,曇一時晴後一時雨,雨時々曇
2024/10/28,18.8,20.7,17.2,8.0,0.0,曇一時雨,曇後時々雨
2024/10/29,15.4,18.8,12.4,24.5,0.0,曇後雨,大雨
2024/10/30,16.8,22.4,12.6,17.5,3.9,雨後薄曇,晴時々薄曇
2024/10/31,16.2,20.2,12.9,0,7.0,薄曇,薄曇時々晴
2024/11/1,17.0,21.9,12.1,0.5,3.6,曇一時晴,雨一時曇
2024/11/2,16.0,16.9,14.9,33.5,0.0,雨,雨後曇
2024/11/3,17.5,22.6,14.2,0.0,9.6,快晴,快晴
2024/11/4,17.2,22.9,11.4,0,7.8,晴,快晴
2024/11/5,16.6,19.6,13.5,0.0,2.5,曇一時晴,曇後一時雨
2024/11/6,14.4,16.5,12.2,0.5,0.8,曇後一時晴,晴一時曇
2024/11/7,13.4,18.0,10.7,0,9.5,快晴,晴一時曇
2024/11/8,11.8,15.8,8.2,0,8.0,晴一時曇,快晴
2024/11/9,12.7,17.5,7.8,0,6.9,晴後時々曇,曇
2024/11/10,13.8,16.4,11.4,1.0,0.6,曇,雨時々曇
2024/11/11,16.3,20.7,13.2,0.5,2.7,曇時々晴,快晴
2024/11/12,16.3,21.3,11.8,0,6.0,晴時々曇,晴時々曇
2024/11/13,16.5,20.8,12.6,0,9.1,晴,曇時々晴
2024/11/14,15.8,18.2,11.9,0.0,2.1,曇一時晴,曇後一時雨
2024/11/15,15.9,17.7,13.8,7.5,0.0,曇一時雨,曇後一時晴
2024/11/16,16.7,18.9,14.3,0.0,1.6,曇,曇時々雨
2024/11/17,18.9,23.8,15.1,0.0,6.0,晴一時曇,曇一時晴後一時雨
2024/11/18,13.7,18.9,10.1,0.0,0.2,曇時々雨後一時晴,曇時々晴
2024/11/19,9.7,13.2,7.3,0,8.4,晴,曇時々晴
2024/11/20,7.6,8.8,5.5,5.5,0.0,雨時々曇,雨
2024/11/21,10.5,13.6,8.5,6.5,0.4,雨時々曇一時晴,快晴
2024/11/22,11.9,18.0,7.1,0,9.1,晴,晴一時曇
2024/11/23,12.0,16.0,8.4,0,8.1,晴,曇時々晴
2024/11/24,10.7,14.8,7.4,0,8.4,晴,晴一時曇
2024/11/25,9.9,14.6,5.8,0,9.2,快晴,晴
2024/11/26,10.0,14.5,5.6,8.5,5.5,晴後曇,雨時々曇
2024/11/27,14.5,20.1,9.3,18.0,6.6,晴時々曇,快晴
2024/11/28,13.2,18.3,9.4,0,9.1,快晴,快晴
2024/11/29,11.4,16.5,7.9,0,7.6,晴,快晴
2024/11/30,10.4,16.7,5.7,0,8.7,快晴,快晴
2024/12/1,11.2,16.6,6.7,0,9.0,快晴,晴一時曇
2024/12/2,11.4,16.8,7.6,0,5.3,晴一時曇,晴
2024/12/3,11.9,17.5,7.4,0,8.8,快晴,晴後一時曇
2024/12/4,12.7,17.8,8.4,0,8.7,晴一時薄曇,曇時々晴
2024/12/5,11.5,15.5,8.9,0,6.0,薄曇時々晴,晴
2024/12/6,11.0,16.7,5.2,0,8.8,快晴,晴
2024/12/7,8.9,12.4,5.9,0.0,8.3,晴後一時曇,晴時々薄曇
2024/12/8,7.7,14.2,4.2,0,7.3,晴一時曇,快晴
2024/12/9,7.7,13.0,2.5,0,8.9,快晴,晴後一時曇
2024/12/10,8.5,13.8,4.4,0,8.9,快晴,晴後曇
2024/12/11,8.7,13.5,5.4,0,7.6,薄曇後晴,晴
2024/12/12,7.1,10.8,4.3,0,7.5,晴,晴
2024/12/13,5.3,8.4,1.2,0.0,0.1,薄曇一時晴,曇時々晴
2024/12/14,7.2,12.3,3.5,0.0,8.4,晴,快晴
2024/12/15,6.6,12.2,0.8,0,8.9,快晴,快晴
2024/12/16,7.7,12.7,3.3,0,8.9,快晴,快晴
2024/12/17,8.0,13.8,2.7,0,8.9,快晴,快晴
2024/12/18,7.6,13.2,2.8,0,8.6,晴時々薄曇,晴後曇時々雨、あられを伴う
2024/12/19,5.2,8.3,2.5,0.5,5.0,晴時々雨一時雪、あられを伴う,快晴
2024/12/20,6.5,11.6,1.1,0,6.2,薄曇一時晴,曇後晴
2024/12/21,9.4,16.5,2.8,0.0,8.4,晴,快晴
2024/12/22,6.9,11.6,2.6,0,9.0,晴,快晴
2024/12/23,6.1,11.1,2.4,0,9.0,快晴,快晴
2024/12/24,6.7,12.2,1.8,0,8.9,快晴,快晴
2024/12/25,7.7,11.3,4.5,0,5.5,曇時々晴,薄曇一時晴
2024/12/26,8.9,14.7,3.4,0,7.8,晴,晴
2024/12/27,7.4,12.7,3.8,0,6.1,晴後一時曇,晴
2024/12/28,5.4,11.5,1.4,0.0,7.5,晴後一時曇,快晴
2024/12/29,6.0,12.3,0.5,0,8.9,快晴,晴後一時曇
2024/12/30,6.2,10.3,3.5,0,5.0,薄曇一時晴,薄曇
2024/12/31,8.0,14.6,2.8,0,7.6,晴時々曇,快晴
2025/1/1,7.1,12.2,4.1,0,8.4,快晴,快晴
2025/1/2,7.8,13.9,2.1,0,7.7,晴後一時曇,晴後一時曇
2025/1/3,5.5,7.6,3.7,0.0,1.3,曇時々雨後一時晴,曇時々晴
2025/1/4,5.1,9.6,1.6,0,8.8,快晴,晴一時曇
2025/1/5,4.6,10.0,-0.2,0,7.2,晴後薄曇,晴時々薄曇
2025/1/6,4.5,8.1,1.5,25.0,0.5,曇後雨,雨時々晴一時曇
2025/1/7,8.1,12.9,3.6,0.0,2.9,雨一時曇後晴,快晴
2025/1/8,6.6,12.3,2.7,0,6.7,晴,晴後一時薄曇
2025/1/9,6.7,12.7,2.3,0,8.3,快晴,快晴
2025/1/10,4.6,9.4,0.1,0,8.9,快晴,快晴
2025/1/11,5.3,11.3,0.2,0,9.0,晴,晴後薄曇
2025/1/12,5.4,9.0,2.6,0,1.2,曇,曇後晴
2025/1/13,6.9,13.4,1.1,0,9.0,快晴,快晴
2025/1/14,6.4,12.8,1.2,0,8.9,晴,晴
2025/1/15,7.6,15.6,2.7,0,7.6,晴後一時薄曇,快晴
2025/1/16,4.6,7.7,2.6,0,0.9,曇後一時晴,快晴
2025/1/17,4.9,9.7,1.0,0,9.1,快晴,晴
2025/1/18,4.6,9.7,0.8,0,9.0,晴,晴後曇
2025/1/19,5.9,9.2,1.6,0.0,3.7,曇後一時雨,曇後一時晴
2025/1/20,9.2,13.9,5.0,0.5,6.9,晴一時雨,曇一時雨
2025/1/21,9.4,13.8,7.1,0.0,4.8,晴時々曇,晴時々曇
2025/1/22,8.2,13.4,4.1,0,8.8,快晴,晴時々曇
2025/1/23,8.5,13.9,4.8,0,7.7,曇後晴,快晴
2025/1/24,9.2,14.6,4.4,0.5,9.1,晴後一時曇,曇時々雨
2025/1/25,6.8,9.2,4.4,0.0,2.5,曇時々晴,快晴
2025/1/26,7.0,12.5,3.2,0,9.4,快晴,晴
2025/1/27,6.4,10.2,2.3,0,3.9,曇一時晴,晴後曇一時雨
2025/1/28,8.4,13.6,4.6,0.0,7.3,晴,晴一時曇
2025/1/29,7.0,12.8,2.6,0,9.0,快晴,快晴
2025/1/30,6.5,12.2,1.2,0,9.3,快晴,快晴
2025/1/31,7.1,13.2,2.2,0,8.3,快晴,晴
2025/2/1,7.5,12.2,2.8,0.0,6.2,晴後曇,曇後雨
2025/2/2,4.6,8.8,3.1,6.5,0.0,雨後一時曇,曇
2025/2/3,6.1,9.6,4.0,0.0,0.4,曇,曇時々晴
2025/2/4,6.0,11.2,2.3,0.0,5.4,晴時々曇,快晴
2025/2/5,4.1,9.0,-0.1,0,6.8,晴,快晴
2025/2/6,4.0,9.2,-0.6,0,9.3,晴,晴後一時薄曇
2025/2/7,4.9,10.6,-0.6,0,6.5,晴,快晴
2025/2/8,4.6,9.7,0.3,0,9.5,快晴,快晴
2025/2/9,5.2,11.5,0.7,0,9.5,快晴,快晴
2025/2/10,5.5,11.4,-0.5,0,9.6,快晴,快晴
2025/2/11,5.1,10.5,0.3,0,9.7,快晴,快晴
2025/2/12,7.2,12.7,0.4,0,6.2,晴時々薄曇,晴時々曇
2025/2/13,7.4,13.1,3.4,0.0,9.7,快晴,晴後曇
2025/2/14,7.9,14.5,2.4,0,9.7,晴,晴
2025/2/15,9.6,14.0,5.2,0,9.2,快晴,曇一時晴
2025/2/16,11.3,16.9,7.5,0,4.9,曇一時晴,曇時々晴
2025/2/17,9.3,15.5,3.9,0.0,4.8,晴後時々曇一時雨,快晴
2025/2/18,5.0,9.7,1.9,0,6.4,晴後一時曇,晴一時曇
2025/2/19,3.9,8.9,0.4,0,9.8,快晴,快晴
2025/2/20,4.5,10.6,-1.0,0,8.4,晴,晴
2025/2/21,5.4,10.9,1.0,0,7.9,晴後薄曇,薄曇後晴
2025/2/22,4.4,9.4,1.4,0,8.2,晴後一時曇,快晴
2025/2/23,5.2,11.1,-0.4,0,8.8,晴後一時曇,曇後晴
2025/2/24,4.8,10.8,-0.1,0,10.6,晴,快晴
2025/2/25,7.1,12.7,0.5,0,10.7,快晴,晴時々曇
2025/2/26,10.4,17.6,4.0,0,10.5,快晴,快晴
2025/2/27,10.2,16.5,4.2,0,10.6,快晴,晴後薄曇
2025/2/28,11.0,16.6,5.4,0,7.7,薄曇後晴,晴一時曇
2025/3/1,13.3,19.7,6.5,0,10.2,晴時々薄曇,晴一時薄曇
2025/3/2,14.6,22.1,7.9,0,6.8,晴時々薄曇,曇時々雨一時晴
2025/3/3,5.9,14.4,1.6,30.0,0.0,雨後みぞれ一時雪,曇一時みぞれ
2025/3/4,2.4,5.4,0.4,10.0,0.2,曇後一時雨、みぞれを伴う,雪後雨一時みぞれ
2025/3/5,5.3,8.4,0.8,16.5,0.0,雨後一時霧雨,曇一時霧雨
2025/3/6,9.1,11.7,6.6,0.0,0.0,曇,曇後一時晴
2025/3/7,6.9,12.2,3.2,0,10.7,晴,晴後一時曇
2025/3/8,3.2,6.8,0.5,9.5,0.1,曇後時々雨,曇時々雨一時雪、みぞれを伴う
2025/3/9,6.9,13.5,1.5,0,9.3,晴一時曇,快晴
2025/3/10,9.1,14.9,3.2,0,10.8,晴後一時薄曇,曇
2025/3/11,10.3,13.8,6.3,0.5,0.0,曇時々雨,雨時々曇
2025/3/12,11.6,14.7,8.8,15.5,0.2,雨時々曇,曇時々雨後一時晴
2025/3/13,14.5,20.4,9.1,0,7.4,薄曇時々晴,晴時々曇
2025/3/14,12.8,19.6,8.5,0,10.1,薄曇後晴,晴後一時曇
2025/3/15,8.9,12.0,6.7,0.0,1.0,曇後一時雨,雨時々曇
2025/3/16,6.4,7.8,4.8,29.0,0.0,雨,雨後曇一時晴
2025/3/17,10.0,16.2,6.6,0.0,9.0,晴,晴後曇一時雨
2025/3/18,8.6,12.9,4.6,0.0,7.8,薄曇一時晴,雨一時晴、雷を伴う
2025/3/19,5.6,10.7,0.5,26.5,3.1,晴時々雨一時雪、雷・ひょうを伴う,晴後一時曇
2025/3/20,8.3,13.7,4.3,0,9.1,晴,晴一時曇
2025/3/21,11.2,17.4,3.9,0,11.5,快晴,快晴
2025/3/22,15.8,23.6,6.9,0,11.5,快晴,快晴
2025/3/23,17.3,25.6,11.4,0,10.0,快晴,快晴
2025/3/24,14.8,19.2,10.0,0,2.7,薄曇時々晴,曇後晴
2025/3/25,17.8,25.0,10.1,0,10.5,晴,晴
2025/3/26,20.4,25.9,14.9,0,10.2,晴,薄曇時々晴
2025/3/27,17.9,22.4,12.2,0,5.6,薄曇一時晴,曇
2025/3/28,19.9,25.7,14.1,2.5,4.1,薄曇時々晴一時雨,雨時々曇一時晴
2025/3/29,7.6,14.3,4.3,12.5,0.0,雨,曇時々雨
2025/3/30,9.4,15.6,5.1,0.5,6.1,薄曇時々晴,曇時々雨
2025/3/31,7.0,8.9,5.5,0.0,0.0,曇時々雨,雨一時曇
2025/4/1,5.1,5.8,4.1,41.0,0.0,雨,大雨
2025/4/2,9.5,13.7,5.7,28.5,0.0,雨時々曇,曇後一時雨
2025/4/3,8.4,9.8,6.0,5.5,0.0,雨,曇時々晴
2025/4/4,11.4,18.4,5.3,0,11.2,晴,快晴
2025/4/5,12.0,17.0,6.1,0.0,10.2,晴後薄曇,曇後一時晴
2025/4/6,15.1,20.1,10.6,0.0,6.3,曇時々晴一時雨,曇一時晴
2025/4/7,14.3,19.7,10.5,0.0,4.3,曇時々晴,晴後一時薄曇
2025/4/8,15.0,20.2,7.9,0,8.4,薄曇一時晴,快晴
2025/4/9,16.3,23.8,11.0,0,11.2,晴,曇時々晴
2025/4/10,16.5,22.8,12.0,14.0,3.3,曇,雨時々曇
2025/4/11,15.5,20.0,12.9,2.0,0.3,曇後一時雨、雷を伴う,曇一時雨後晴、雷を伴う
2025/4/12,15.3,20.5,11.2,0,9.2,晴,曇
2025/4/13,13.1,14.1,11.9,12.0,0.0,雨一時曇,雨後一時曇
2025/4/14,16.9,23.0,13.4,10.0,8.0,晴一時薄曇,晴時々曇後一時雨
2025/4/15,16.2,22.0,11.1,0.0,9.7,晴時々曇一時雨,晴時々曇
2025/4/16,14.8,21.1,7.7,0,12.3,快晴,快晴
2025/4/17,17.8,25.2,10.0,0,11.4,薄曇時々晴,薄曇時々晴
2025/4/18,19.2,24.9,13.8,0,7.3,薄曇,晴一時薄曇