Season_fall-winter_sum,Season_spring-fall_sum,Season_spring-summer_sum,TotalPrice,Quantity,ShipCharge,TotalMallCouponDiscount,Week_Friday,Week_Monday,Week_Saturday,Week_Sunday,Week_Thursday,Week_Tuesday,Week_Wednesday,Holiday_Flag,SaleEventFlag_yahoo,SaleEventFlag_rakuten,Average_Temperature,Maximum Temperature,Minimum Temperature,Total Precipitation (mm),Brand_Price_Range_Very Low,Brand_Price_Range_Low,Brand_Price_Range_Medium,Brand_Price_Range_High,Brand_Price_Range_Very High,Brand_Price_Range_Extremely High,Category_Outer,Category_Suit,Category_Tops,Category_Bottoms,Category_Dress,Category_Accessory
1,0,0,21800,1,0,0,0,0,0,0,1,0,0,0,0,0,10.1,13.8,6.1,0.0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,0,36080,2,0,5940,1,0,0,0,0,0,0,0,0,0,9.7,16.1,4.6,0.0,0,0,0,2,0,0,0,1,0,1,0,0
9,4,3,256299,16,600,22444,0,0,1,0,0,0,0,1,1,0,9.9,14.9,5.1,0.0,0,1,4,4,1,6,4,3,6,0,3,0
6,1,2,94582,9,0,9777,0,0,0,1,0,0,0,1,1,1,8.6,11.9,5.4,0.0,0,0,2,4,1,2,0,0,3,6,0,0
2,0,1,40870,3,0,1000,0,1,0,0,0,0,0,0,1,1,8.9,10.8,6.6,0.0,0,1,1,0,1,0,2,1,0,0,0,0
1,1,0,37070,2,0,0,0,0,0,0,0,1,0,0,1,1,11.8,14.9,9.5,9.5,0,0,1,0,0,1,0,0,1,0,1,0
0,1,0,35380,1,0,2000,0,0,0,0,0,0,1,0,1,1,9.5,10.6,8.3,36.5,0,0,0,0,0,1,1,0,0,0,0,0
2,0,1,20770,3,600,2344,0,0,0,0,1,0,0,0,1,1,10.2,14.2,8.2,0.0,1,1,1,0,0,0,1,0,0,1,0,1
2,3,0,33828,5,600,8310,1,0,0,0,0,0,0,0,0,1,8.6,12.5,6.3,0.0,1,1,1,0,2,0,1,0,3,0,0,1
0,1,1,37100,2,0,1000,0,0,1,0,0,0,0,1,1,1,9.4,15.4,4.1,0.0,0,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.3,16.7,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,10950,2,600,2841,0,1,0,0,0,0,0,0,1,0,9.7,13.0,5.8,0.0,0,2,0,0,0,0,0,0,0,0,1,1
0,1,1,31200,2,0,5610,0,0,0,0,0,1,0,0,1,0,5.1,6.4,3.6,5.5,0,0,0,2,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.6,14.3,2.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.5,14.7,4.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,7700,1,600,2310,1,0,0,0,0,0,0,0,1,0,8.7,11.9,4.9,6.0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,2780,1,0,0,0,0,1,0,0,0,0,1,1,0,4.5,8.5,1.7,0.0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.3,10.0,-0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,66460,4,0,13040,0,1,0,0,0,0,0,0,1,0,6.4,11.9,0.8,0.0,0,2,0,1,1,0,1,0,0,0,1,2
2,0,0,32480,2,0,9300,0,0,0,0,0,1,0,0,0,0,8.2,15.2,2.0,0.0,0,1,0,0,1,0,1,0,0,0,0,1
1,0,0,12700,1,0,3810,0,0,0,0,0,0,1,0,1,0,8.8,13.5,5.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,2780,1,0,300,0,0,0,0,1,0,0,0,1,0,8.3,13.2,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.0,13.2,3.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,22400,2,0,4410,0,0,1,0,0,0,0,1,1,0,8.3,14.1,4.7,3.5,0,0,2,0,0,0,1,0,0,1,0,0
3,0,0,26780,3,0,3300,0,0,0,1,0,0,0,1,1,0,3.5,7.6,-0.2,0.0,0,1,1,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.7,8.1,-2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2480,1,0,300,0,0,0,0,0,1,0,0,1,0,3.8,9.5,-1.6,0.0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4.2,8.9,0.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,35200,2,0,600,0,0,0,0,1,0,0,0,0,0,6.5,14.5,0.6,0.0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2,6.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,3,92184,7,0,132600,0,0,1,0,0,0,0,1,1,0,3.4,7.8,-1.0,0.0,0,1,2,2,0,2,3,0,3,0,0,1
1,0,0,1984,1,0,0,0,0,0,1,0,0,0,1,1,0,3.5,7.9,0.4,0.0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,3,89380,5,0,173800,0,1,0,0,0,0,0,0,1,0,5.5,10.5,0.5,0.0,0,1,0,1,0,3,1,1,1,1,0,1
1,0,0,2224,1,0,0,0,0,0,0,0,1,0,0,0,0,5.2,12.4,0.6,0.0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4.1,8.7,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7,2.6,-1.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,7700,1,600,800,1,0,0,0,0,0,0,0,1,0,2.6,8.4,-3.5,0.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.5,9.5,-0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,18210,2,0,4829,0,0,0,1,0,0,0,1,1,0,6.3,13.4,-0.5,0.0,0,1,1,0,0,0,0,0,0,0,1,1
4,2,1,101280,7,0,106404,0,1,0,0,0,0,0,1,1,1,7.7,9.6,6.1,0.0,0,0,4,1,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.7,7.2,4.3,16.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,25850,2,0,0,0,0,0,0,0,0,1,0,1,1,5.0,8.6,2.4,0.0,0,0,1,1,0,0,0,0,0,2,0,0
1,0,0,16800,1,0,1000,0,0,0,0,1,0,0,0,1,1,5.7,11.5,2.3,0.0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.4,8.6,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,45900,2,0,4000,0,0,1,0,0,0,0,1,1,1,5.5,10.5,-0.2,0.0,0,0,0,2,0,0,2,0,0,0,0,0
1,0,0,25080,1,0,0,0,0,0,1,0,0,0,1,1,1,5.4,11.1,0.3,0.0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,27500,1,0,8250,0,1,0,0,0,0,0,0,1,0,6.0,11.8,1.4,0.0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,18480,1,0,5544,0,0,0,0,0,1,0,0,1,0,4.4,8.7,1.6,0.0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,16500,1,0,4950,0,0,0,0,0,0,1,0,1,0,3.7,8.1,0.6,0.0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,1,32550,3,0,7445,0,0,0,0,1,0,0,0,0,0,3.4,8.4,-1.0,0.0,0,0,2,0,1,0,1,0,0,2,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,7.8,-0.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,34100,1,0,0,0,0,1,0,0,0,0,1,1,0,4.5,9.9,-0.1,0.0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,16000,1,0,0,0,0,0,1,0,0,0,1,1,0,5.1,7.7,1.6,0.0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.4,11.0,1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,52130,4,600,12405,0,0,0,0,0,1,0,0,1,1,5.2,9.6,0.3,0.0,0,1,0,1,1,1,0,1,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.5,9.5,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,19800,1,0,0,0,0,0,0,1,0,0,0,1,1,6.8,11.9,2.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,43660,2,0,13098,1,0,0,0,0,0,0,0,1,1,6.6,11.8,4.1,0.0,0,0,0,1,1,0,1,1,0,0,0,0
2,1,0,32340,3,600,7592,0,0,1,0,0,0,0,1,1,0,5.9,10.0,3.7,0.0,0,2,1,0,0,0,1,0,2,0,0,0
0,0,1,7150,1,600,2145,0,0,0,1,0,0,0,1,1,0,5.2,8.2,2.2,0.0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,22900,1,0,0,0,1,0,0,0,0,0,0,1,0,4.9,10.0,1.5,0.0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,48400,2,0,0,0,0,0,0,0,1,0,0,0,0,5.6,11.2,1.1,0.0,0,0,1,0,0,1,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,11.1,0.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,11.8,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,69820,3,0,20946,1,0,0,0,0,0,0,0,0,0,4.9,8.5,2.4,0.0,0,0,1,1,1,0,0,1,1,0,1,0
1,1,0,75100,2,0,19385,0,0,1,0,0,0,0,1,1,1,3.5,9.2,0.3,0.0,0,0,0,1,1,1,2,1,0,0,0,0
1,0,1,17500,2,0,777,0,0,0,1,0,0,0,1,1,1,2.3,8.2,-1.9,0.0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.5,9.7,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.3,9.1,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,36050,2,0,5115,0,0,0,0,0,0,1,0,1,1,6.2,10.8,1.8,0.0,0,0,0,2,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.3,6.1,0.6,27.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,26200,1,0,0,1,0,0,0,0,0,0,1,1,1,4.1,9.2,0.7,2.5,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,2780,1,0,0,0,0,1,0,0,0,0,1,1,0,4.7,9.9,0.2,0.0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.1,5.0,0.8,22.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,14520,1,0,0,0,1,0,0,0,0,0,0,1,0,3.9,8.0,0.8,3.5,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,24800,1,0,0,0,0,0,0,0,1,0,0,1,0,5.5,11.6,1.1,0.0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,2480,1,0,0,0,0,0,0,0,0,1,0,1,0,6.0,11.8,1.3,0.0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.6,9.7,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2480,1,0,0,1,0,0,0,0,0,0,0,1,0,5.7,11.4,-0.2,0.0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.0,8.9,1.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5.9,10.0,2.4,9.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.1,8.7,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,32450,2,0,6040,0,0,0,0,0,1,0,0,1,0,4.4,10.0,-0.5,0.0,0,0,0,1,0,1,0,0,0,1,1,0
1,0,1,22000,2,0,3300,0,0,0,0,0,0,1,1,1,0,4.4,10.3,0.1,0.0,0,0,2,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.8,10.1,1.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.5,13.4,-0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,27720,2,600,6336,0,0,1,0,0,0,0,1,1,0,8.6,14.7,3.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9.5,18.5,3.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,13200,1,0,3960,0,1,0,0,0,0,0,0,1,0,9.8,15.9,4.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.0,18.3,4.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.2,16.3,7.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,15.0,4.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,82726,5,0,3000,1,0,0,0,0,0,0,0,0,0,8.1,12.2,4.7,0.0,1,0,2,1,0,1,2,0,0,1,1,1
1,1,0,15050,2,0,777,0,0,1,0,0,0,0,1,1,1,11.2,17.9,4.3,0.0,0,0,1,1,0,0,1,0,0,1,0,0
4,0,2,62496,6,0,5777,0,0,0,1,0,0,0,1,1,1,8.1,13.9,4.6,0.0,0,1,3,0,1,1,2,1,0,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8.3,14.2,3.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,19460,1,0,1000,0,0,0,0,0,1,0,0,1,1,6.3,8.0,4.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,14000,1,0,1000,0,0,0,0,0,0,1,0,1,1,7.9,13.6,2.6,0.0,0,0,0,0,1,0,1,0,0,0,0,0
1,2,0,40810,3,0,2000,0,0,0,0,1,0,0,0,0,1,9.0,14.3,3.7,0.0,0,0,0,2,1,0,1,0,1,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12.0,18.7,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,14.6,21.8,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,14.7,19.5,8.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,7920,1,600,100,0,1,0,0,0,0,0,0,1,0,16.4,24.1,7.8,1.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.7,20.3,7.2,0.0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14.1,20.3,9.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14.1,21.0,8.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.2,10.3,3.8,48.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10.1,18.6,4.4,22.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,30800,1,0,1000,0,0,0,1,0,0,0,1,1,0,9.9,15.5,4.1,0.0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,18150,1,0,0,0,1,0,0,0,0,0,1,1,0,9.6,14.1,6.2,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,30400,2,0,6450,0,0,0,0,0,1,0,0,1,1,3.7,9.9,1.2,18.0,0,0,2,0,0,0,0,1,0,0,1,0
1,0,0,11000,1,0,0,0,0,0,0,0,0,1,0,1,1,5.2,10.5,0.5,1.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8.2,14.3,2.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12.2,17.6,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,99540,5,600,15037,0,0,1,0,0,0,0,1,1,1,16.1,19.0,13.3,7.5,0,1,1,1,1,1,1,1,1,1,1,0
1,0,2,61300,3,600,15750,0,0,0,1,0,0,0,1,1,1,16.2,21.4,11.5,0.5,0,1,0,0,1,1,1,0,0,1,1,0
0,0,2,42350,2,0,0,0,1,0,0,0,0,0,0,1,1,13.5,19.0,10.7,0.0,0,0,0,0,0,2,0,0,2,0,0,0
0,0,1,7480,1,600,0,0,0,0,0,0,1,0,0,1,0,10.2,11.0,9.1,0.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.5,20.3,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.1,22.8,8.9,7.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6,12.4,3.9,16.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.5,12.9,3.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8.2,10.1,6.6,13.5,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,35800,2,0,0,0,1,0,0,0,0,0,0,1,0,8.5,9.8,6.7,53.5,0,0,0,1,1,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.6,17.9,8.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,5500,1,600,0,0,0,0,0,0,0,1,0,1,0,15.5,21.8,10.6,0.0,0,1,0,0,0,0,0,0,1,0,0,0
2,0,0,36080,2,0,770,0,0,0,0,1,0,0,0,1,0,14.3,19.2,10.9,0.0,0,1,1,1,0,0,1,2,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.4,21.7,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,17.2,23.8,10.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,57600,3,0,10750,0,0,0,1,0,0,0,1,1,1,19.6,26.8,13.0,0.0,0,0,0,2,0,1,0,0,0,2,1,0
0,0,1,6600,1,600,0,0,1,0,0,0,0,0,0,1,1,18.9,24.7,13.8,0.0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,1,51400,2,0,10600,0,0,0,0,0,1,0,0,1,1,20.0,25.6,15.4,0.0,0,0,0,0,0,2,0,1,1,0,0,0
0,0,2,35500,2,600,8540,0,0,0,0,0,0,1,0,1,1,20.8,26.4,15.2,0.0,0,0,1,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12.3,20.2,10.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,27600,2,0,16560,1,0,0,0,0,0,0,0,1,1,10.1,12.1,8.3,19.5,0,0,1,0,0,1,0,0,2,0,0,0
0,0,3,36800,3,600,0,0,0,1,0,0,0,0,1,1,1,12.5,20.2,8.0,1.0,0,0,1,1,0,1,0,0,1,2,0,0
1,0,0,10000,1,0,0,0,0,0,1,0,0,0,1,1,0,13.7,17.8,9.9,0.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.3,18.2,11.7,28.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15.3,20.9,10.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,15000,1,0,0,0,0,0,0,0,0,1,0,0,0,12.2,14.0,9.5,1.5,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.4,21.5,12.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19.2,26.2,13.5,29.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,8500,1,0,0,0,0,1,0,0,0,0,1,1,0,20.8,26.7,16.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,17.3,20.3,14.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,13200,1,0,660,0,1,0,0,0,0,0,0,1,1,19.9,26.6,13.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,27500,1,0,8250,0,0,0,0,0,1,0,0,1,1,21.3,23.6,17.9,2.5,0,0,0,1,0,0,0,0,0,0,1,0
0,0,2,25900,2,0,15540,0,0,0,0,0,0,1,0,1,1,23.0,27.7,18.9,0.5,0,0,0,1,0,1,0,0,1,0,1,0
0,0,1,14080,1,0,0,0,0,0,0,1,0,0,0,1,1,16.9,21.1,14.2,0.0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,12.9,16.4,9.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12.6,18.4,7.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.7,16.8,10.8,12.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,12650,1,0,0,0,1,0,0,0,0,0,0,1,0,13.3,19.4,9.5,1.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,15.2,20.4,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,17.9,25.0,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,19.8,26.3,13.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19.5,24.5,15.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,8500,1,0,1000,0,0,1,0,0,0,0,1,1,0,18.5,22.8,15.4,7.5,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,18.3,22.5,16.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.1,17.3,11.2,8.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,34550,2,0,1000,0,0,0,0,0,1,0,0,1,1,16.5,23.0,11.2,0.5,0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,18.7,24.6,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,31350,2,0,0,0,0,0,0,1,0,0,0,1,1,19.4,25.0,16.3,2.0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,18.8,20.6,17.3,28.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,21.8,25.6,19.6,9.5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,46350,4,1200,0,0,0,0,1,0,0,0,1,1,1,17.5,19.9,14.7,1.0,0,2,1,1,0,0,1,0,1,2,0,0
0,1,0,5000,1,600,0,0,1,0,0,0,0,0,0,1,1,14.5,15.6,13.2,7.5,0,0,0,0,1,0,0,0,0,1,0,0
1,1,2,30611,4,1800,0,0,0,0,0,0,1,0,0,1,0,15.7,18.2,13.7,0.5,0,2,1,1,0,0,0,0,1,3,0,0
2,0,2,50100,4,600,0,0,0,0,0,0,0,1,0,1,0,18.8,24.9,13.4,0.0,0,1,0,3,0,0,1,0,0,2,1,0
1,0,2,28100,3,1200,0,0,0,0,0,1,0,0,0,1,0,20.5,26.6,14.2,0.0,0,2,0,1,0,0,0,0,2,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21.2,25.9,16.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,39800,2,0,0,0,0,1,0,0,0,0,1,1,0,18.2,20.7,15.0,39.5,0,0,1,0,1,0,1,0,0,0,1,0
0,0,2,21100,2,600,0,0,0,0,1,0,0,0,1,1,0,19.0,25.9,14.0,1.5,0,0,0,2,0,0,0,0,0,2,0,0
2,1,0,38210,3,600,2500,0,1,0,0,0,0,0,0,1,0,19.6,26.1,16.0,0.5,0,0,2,1,0,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,20.9,26.2,16.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,21.8,27.0,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,6300,1,600,200,0,0,0,0,1,0,0,0,1,1,21.6,26.2,17.2,0.0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,6000,1,600,0,1,0,0,0,0,0,0,0,1,1,21.0,24.6,19.2,59.5,0,0,1,0,0,0,0,0,0,1,0,0
