OrderTime,Season_fall-winter_sum,Season_spring-fall_sum,Season_spring-summer_sum,TotalPrice,Quantity,ShipCharge,TotalMallCouponDiscount,Week_Friday,Week_Monday,Week_Saturday,Week_Sunday,Week_Thursday,Week_Tuesday,Week_Wednesday,HolidayFlag,SaleEventFlag_yahoo,SaleEventFlag_rakuten,AverageTemperature,Total Precipitation(mm)
2022-10-18,1,0,0,9800,1,0,0,0,0,0,0,0,1,0,0,1,0,16.2,4.0
2022-10-19,2,0,0,26130,2,600,0,0,0,0,0,0,0,1,0,1,0,14.6,1.5
2022-10-20,3,1,0,27280,4,600,2000,0,0,0,0,1,0,0,0,0,0,14.7,0.0
2022-10-21,1,1,0,11999,2,1200,0,1,0,0,0,0,0,0,0,0,0,16.7,0.0
2022-10-22,2,0,2,84750,4,1200,1500,0,0,1,0,0,0,0,1,1,0,16.6,0.0
2022-10-23,2,0,0,6560,2,0,1000,0,0,0,1,0,0,0,1,1,0,18.2,0.0
2022-10-24,1,1,1,33290,3,0,641,0,1,0,0,0,0,0,0,1,0,13.3,0.0
2022-10-25,4,1,0,31359,5,1200,700,0,0,0,0,0,1,0,0,1,0,12.8,1.0
2022-10-26,1,1,1,41319,3,600,790,0,0,0,0,0,0,1,0,1,0,13.8,3.0
2022-10-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.8,0.0
2022-10-28,3,0,0,14260,3,1200,500,1,0,0,0,0,0,0,0,1,0,13.5,0.0
2022-10-29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,15.8,0.0
2022-10-30,2,1,0,12760,3,600,500,0,0,0,1,0,0,0,1,1,0,13.8,0.0
2022-10-31,2,1,0,27089,3,1200,200,0,1,0,0,0,0,0,0,1,0,14.7,0.0
2022-11-01,2,0,2,43230,4,600,0,0,0,0,0,0,1,0,0,0,0,14.8,0.0
2022-11-02,1,0,0,20000,1,0,0,0,0,0,0,0,0,1,0,0,0,16.7,0.0
2022-11-03,2,0,0,22800,2,0,0,0,0,0,0,1,0,0,1,0,0,17.8,0.0
2022-11-04,0,1,0,12800,1,0,0,1,0,0,0,0,0,0,0,0,0,15.5,0.0
2022-11-05,5,1,2,79230,8,600,24914,0,0,1,0,0,0,0,1,1,1,14.0,0.0
2022-11-06,1,0,0,9801,1,600,200,0,0,0,1,0,0,0,1,1,1,13.5,0.0
2022-11-07,4,0,0,59870,4,600,17160,0,1,0,0,0,0,0,0,1,1,13.7,0.0
2022-11-08,3,0,1,36300,4,1200,2000,0,0,0,0,0,1,0,0,1,1,15.9,0.0
2022-11-09,2,1,2,36169,5,1200,1000,0,0,0,0,0,0,1,0,1,1,14.6,0.0
2022-11-10,0,0,1,5500,1,600,0,0,0,0,0,1,0,0,0,0,1,15.2,0.0
2022-11-11,1,1,0,22110,2,0,0,1,0,0,0,0,0,0,0,1,1,16.1,0.0
2022-11-12,2,0,0,6560,2,0,1000,0,0,1,0,0,0,0,1,1,0,16.6,0.0
2022-11-13,2,0,0,21080,2,600,0,0,0,0,1,0,0,0,1,1,0,18.0,0.5
2022-11-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16.1,0.0
2022-11-15,1,0,0,7000,1,600,0,0,0,0,0,0,1,0,0,1,0,11.1,6.0
2022-11-16,1,0,0,12900,1,0,0,0,0,0,0,0,0,1,0,1,0,12.4,0.0
2022-11-17,1,1,0,23010,2,0,0,0,0,0,0,1,0,0,0,1,0,12.8,0.0
2022-11-18,1,0,0,3280,1,0,500,1,0,0,0,0,0,0,0,1,0,13.2,0.0
2022-11-19,1,0,0,6600,1,600,0,0,0,1,0,0,0,0,1,1,0,13.7,0.0
2022-11-20,3,0,0,50080,3,0,500,0,0,0,1,0,0,0,1,1,0,11.6,6.0
2022-11-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.4,3.0
2022-11-22,1,1,1,25350,3,600,5124,0,0,0,0,0,1,0,0,1,0,15.4,0.0
2022-11-23,4,0,1,79800,5,0,23940,0,0,0,0,0,0,1,1,1,0,11.7,42.0
2022-11-24,2,1,0,22350,3,600,0,0,0,0,0,1,0,0,0,1,0,15.3,0.5
2022-11-25,1,1,0,8880,2,600,0,1,0,0,0,0,0,0,0,1,0,13.5,0.5
2022-11-26,0,1,0,5299,1,600,0,0,0,1,0,0,0,0,1,1,0,12.7,1.0
2022-11-27,1,0,1,20000,2,0,0,0,0,0,1,0,0,0,1,1,0,14.4,0.0
2022-11-28,3,1,0,19870,4,0,2490,0,1,0,0,0,0,0,0,1,0,11.7,0.0
2022-11-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16.7,10.5
2022-11-30,1,0,0,15400,1,0,1000,0,0,0,0,0,0,1,0,0,0,16.6,32.5
2022-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1,0.5
2022-12-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.4,0.0
2022-12-03,3,0,0,26779,3,600,200,0,0,1,0,0,0,0,1,1,0,7.8,0.0
2022-12-04,22,2,8,269090,32,600,32322,0,0,0,1,0,0,0,1,1,0,10.2,0.0
2022-12-05,15,3,3,211079,21,600,18585,0,1,0,0,0,0,0,0,1,1,7.6,19.5
2022-12-06,4,0,1,44110,5,600,3777,0,0,0,0,0,1,0,0,1,1,6.1,9.5
2022-12-07,3,0,0,52300,3,0,2000,0,0,0,0,0,0,1,0,1,1,8.5,0.0
2022-12-08,4,0,1,109400,5,0,7900,0,0,0,0,1,0,0,0,1,1,9.3,0.0
2022-12-09,3,0,0,17060,3,0,3000,1,0,0,0,0,0,0,0,1,1,9.3,0.0
2022-12-10,12,2,7,142725,21,1800,25030,0,0,1,0,0,0,0,1,1,1,10.4,0.0
2022-12-11,0,0,1,12880,1,0,1000,0,0,0,1,0,0,0,1,1,1,9.5,0.0
2022-12-12,1,0,1,18751,2,600,640,0,1,0,0,0,0,0,0,1,0,8.2,0.0
2022-12-13,1,0,0,6210,1,600,311,0,0,0,0,0,1,0,0,1,0,7.2,3.5
2022-12-14,2,0,0,29040,2,0,0,0,0,0,0,0,0,1,0,1,0,9.2,0.0
2022-12-15,3,0,0,44300,3,600,0,0,0,0,0,1,0,0,0,1,0,7.0,0.0
2022-12-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.2,0.0
2022-12-17,1,0,0,10800,1,0,0,0,0,1,0,0,0,0,1,1,0,6.7,3.5
2022-12-18,2,0,0,30350,2,0,578,0,0,0,1,0,0,0,1,1,0,6.5,2.5
2022-12-19,0,0,1,12900,1,0,0,0,1,0,0,0,0,0,0,1,0,4.9,0.0
2022-12-20,1,0,0,3980,1,0,0,0,0,0,0,0,1,0,0,0,0,5.4,0.0
2022-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,0.0
2022-12-22,4,0,1,53429,5,1800,0,0,0,0,0,1,0,0,0,1,0,7.2,17.5
2022-12-23,0,1,0,15180,1,0,759,1,0,0,0,0,0,0,0,1,0,5.4,0.0
2022-12-24,3,2,3,53499,8,600,111,0,0,1,0,0,0,0,1,1,0,6.2,0.0
2022-12-25,1,0,0,5500,1,0,0,0,0,0,1,0,0,0,1,1,0,6.9,0.0
2022-12-26,2,0,0,15386,2,600,111,0,1,0,0,0,0,0,0,1,0,6.3,0.0
2022-12-27,1,0,0,11000,1,0,0,0,0,0,0,0,1,0,0,1,0,6.8,0.0
2022-12-28,8,1,3,97275,12,0,1050,0,0,0,0,0,0,1,0,1,0,6.5,0.0
2022-12-29,1,0,1,13600,2,600,200,0,0,0,0,1,0,0,0,1,0,8.1,0.0
2022-12-30,1,0,3,45750,4,0,0,1,0,0,0,0,0,0,0,0,0,6.6,0.0
2022-12-31,3,0,1,32090,4,1800,0,0,0,1,0,0,0,0,1,1,0,5.7,0.0
2023-01-01,1,1,1,27750,3,0,0,0,0,0,1,0,0,0,1,1,0,6.6,0.0
2023-01-02,2,1,0,44400,3,0,1000,0,1,0,0,0,0,0,1,1,0,6.2,0.0
2023-01-03,3,1,1,31720,5,0,0,0,0,0,0,0,1,0,0,0,0,5.8,0.0
2023-01-04,0,0,1,11000,1,0,0,0,0,0,0,0,0,1,0,0,0,5.6,0.0
2023-01-05,1,0,6,82460,7,0,3400,0,0,0,0,1,0,0,0,1,0,5.9,0.0
2023-01-06,2,0,4,48160,6,1200,4395,1,0,0,0,0,0,0,0,1,0,5.3,0.0
2023-01-07,1,0,3,31940,4,0,0,0,0,1,0,0,0,0,1,1,0,6.0,0.0
2023-01-08,1,0,0,16250,1,0,0,0,0,0,1,0,0,0,1,1,0,7.0,0.0
2023-01-09,4,0,1,57915,5,0,4700,0,1,0,0,0,0,0,1,1,0,8.0,0.0
2023-01-10,8,2,2,116850,12,0,51221,0,0,0,0,0,1,0,0,0,1,6.3,0.0
2023-01-11,3,1,1,70950,5,0,64440,0,0,0,0,0,0,1,0,1,1,5.4,0.0
2023-01-12,0,1,0,26800,1,0,8040,0,0,0,0,1,0,0,0,1,1,6.1,0.0
2023-01-13,1,0,0,7500,1,0,0,1,0,0,0,0,0,0,0,1,1,8.7,0.0
2023-01-14,1,0,2,25600,3,1200,0,0,0,1,0,0,0,0,1,1,1,9.5,1.5
2023-01-15,0,1,1,38400,2,0,23040,0,0,0,1,0,0,0,1,1,1,10.3,3.0
2023-01-16,0,0,2,10800,2,1200,200,0,1,0,0,0,0,0,0,1,1,6.3,8.0
2023-01-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.7,1.5
2023-01-18,1,0,0,16800,1,0,0,0,0,0,0,0,0,1,0,1,0,7.3,0.0
2023-01-19,2,0,1,22670,3,600,2198,0,0,0,0,1,0,0,0,1,0,6.3,0.0
2023-01-20,2,0,0,42480,2,0,19250,1,0,0,0,0,0,0,0,0,0,7.6,0.5
2023-01-21,1,2,0,58500,3,0,87750,0,0,1,0,0,0,0,1,1,0,5.6,0.0
2023-01-22,3,2,1,74701,6,2400,44200,0,0,0,1,0,0,0,1,1,0,4.9,0.0
2023-01-23,2,1,2,87660,5,600,0,0,1,0,0,0,0,0,0,1,0,4.5,0.5
2023-01-24,2,1,0,92300,3,0,68300,0,0,0,0,0,1,0,0,1,0,4.7,0.5
2023-01-25,0,3,0,102300,3,0,72300,0,0,0,0,0,0,1,0,1,1,-0.3,0.0
2023-01-26,0,1,2,53800,3,0,43000,0,0,0,0,1,0,0,0,1,1,3.0,0.0
2023-01-27,4,0,2,89780,6,600,92200,1,0,0,0,0,0,0,0,1,1,3.8,0.0
2023-01-28,2,2,0,60380,4,0,32857,0,0,1,0,0,0,0,1,1,1,3.7,0.0
2023-01-29,0,1,0,6200,1,600,0,0,0,0,1,0,0,0,1,1,0,3.4,0.0
2023-01-30,2,0,0,35220,2,0,0,0,1,0,0,0,0,0,0,1,0,4.2,0.0
2023-01-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,0.0
2023-02-01,2,0,1,59800,3,0,12240,0,0,0,0,0,0,1,0,0,0,6.8,0.0
2023-02-02,1,1,1,54000,3,0,16200,0,0,0,0,1,0,0,0,0,0,6.4,0.0
2023-02-03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8,0.0
2023-02-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.5,0.0
2023-02-05,1,2,0,37801,3,600,3181,0,0,0,1,0,0,0,1,1,1,6.8,0.0
2023-02-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7.8,0.0
2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,0.0
2023-02-08,1,0,0,7480,1,600,0,0,0,0,0,0,0,1,0,1,1,8.7,0.0
2023-02-09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.2,0.0
2023-02-10,1,1,0,38800,2,0,15777,1,0,0,0,0,0,0,0,0,1,1.9,27.5
2023-02-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,8.7,0.0
2023-02-12,1,3,1,38719,5,600,5795,0,0,0,1,0,0,0,1,1,0,11.0,0.0
2023-02-13,1,2,0,43481,3,600,0,0,1,0,0,0,0,0,0,1,0,7.7,10.5
2023-02-14,0,1,1,37400,2,0,0,0,0,0,0,0,1,0,0,1,0,5.6,0.0
2023-02-15,0,1,0,12000,1,0,0,0,0,0,0,0,0,1,0,1,0,3.5,0.0
2023-02-16,1,0,0,17900,1,0,0,0,0,0,0,1,0,0,0,1,0,4.1,0.0
2023-02-17,1,0,0,8800,1,600,0,1,0,0,0,0,0,0,0,1,0,5.7,0.0
2023-02-18,3,0,2,127900,5,0,27780,0,0,1,0,0,0,0,1,1,0,8.9,0.0
2023-02-19,0,4,0,46480,4,1200,10649,0,0,0,1,0,0,0,1,1,0,11.8,0.0
2023-02-20,3,1,5,117299,9,1800,39180,0,1,0,0,0,0,0,0,1,0,9.7,0.0
2023-02-21,0,1,1,40700,2,0,5610,0,0,0,0,0,1,0,0,0,0,4.7,0.0
2023-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.5,0.0
2023-02-23,1,0,0,12600,1,0,1000,0,0,0,0,1,0,0,1,1,0,8.5,0.0
2023-02-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.9,2.5
2023-02-25,1,0,0,8800,1,600,704,0,0,1,0,0,0,0,1,1,0,7.5,0.0
2023-02-26,1,0,0,15000,1,0,0,0,0,0,1,0,0,0,1,1,0,6.0,0.0
2023-02-27,1,0,0,5700,1,0,1000,0,1,0,0,0,0,0,0,1,0,8.7,0.0
2023-02-28,0,1,0,13800,1,0,0,0,0,0,0,0,1,0,0,1,0,11.6,0.0
2023-03-01,0,1,0,14600,1,0,4380,0,0,0,0,0,0,1,0,1,0,13.8,0.0
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.8,0.0
2023-03-03,1,0,1,22480,2,600,0,1,0,0,0,0,0,0,0,0,0,7.8,0.0
2023-03-04,9,4,17,278880,30,0,15777,0,0,1,0,0,0,0,1,1,0,10.5,0.0
2023-03-05,6,1,4,154280,11,0,9400,0,0,0,1,0,0,0,1,1,1,9.5,0.0
2023-03-06,2,4,4,183551,10,1200,7500,0,1,0,0,0,0,0,0,1,1,9.9,1.0
2023-03-07,1,2,5,46740,8,600,3000,0,0,0,0,0,1,0,0,1,1,12.1,0.0
2023-03-08,3,0,7,110650,10,0,6000,0,0,0,0,0,0,1,0,1,1,14.0,0.0
2023-03-09,4,0,6,85350,10,0,4054,0,0,0,0,1,0,0,0,1,1,15.9,0.0
2023-03-10,2,3,6,117745,11,0,7888,1,0,0,0,0,0,0,0,0,1,17.3,1.0
2023-03-11,0,0,1,17820,1,0,891,0,0,1,0,0,0,0,1,1,1,14.7,0.0
2023-03-12,0,0,2,12915,2,1200,0,0,0,0,1,0,0,0,1,1,0,14.5,0.0
2023-03-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.9,9.0
2023-03-14,0,1,2,31180,3,600,111,0,0,0,0,0,1,0,0,1,0,10.0,0.0
2023-03-15,1,0,1,30600,2,0,1500,0,0,0,0,0,0,1,0,1,0,12.3,0.0
2023-03-16,0,0,2,19690,2,0,0,0,0,0,0,1,0,0,0,1,0,14.5,0.0
2023-03-17,1,1,1,36700,3,600,0,1,0,0,0,0,0,0,0,1,0,12.5,0.0
2023-03-18,0,2,1,42220,3,0,7980,0,0,1,0,0,0,0,1,1,0,8.1,32.0
2023-03-19,0,0,1,6199,1,600,0,0,0,0,1,0,0,0,1,1,0,10.0,0.0
2023-03-20,0,3,5,89910,8,1800,53130,0,1,0,0,0,0,0,0,1,0,13.1,0.0
2023-03-21,1,0,1,16080,2,0,0,0,0,0,0,0,1,0,1,0,0,14.7,0.0
2023-03-22,1,1,1,22640,3,600,6425,0,0,0,0,0,0,1,0,1,1,17.2,0.0
2023-03-23,0,1,2,33500,3,600,0,0,0,0,0,1,0,0,0,1,1,16.5,14.5
2023-03-24,1,0,1,27260,2,600,6000,1,0,0,0,0,0,0,0,1,1,18.1,15.5
2023-03-25,1,0,3,106500,4,0,43410,0,0,1,0,0,0,0,1,1,1,11.0,26.0
2023-03-26,0,1,2,28780,3,1200,0,0,0,0,1,0,0,0,1,1,1,11.4,27.0
2023-03-27,0,0,1,20000,1,0,0,0,1,0,0,0,0,0,0,1,1,13.4,0.0
2023-03-28,1,2,0,39660,3,600,952,0,0,0,0,0,1,0,0,1,1,10.2,3.0
2023-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.6,15.5
2023-03-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.1,0.5
2023-03-31,1,0,0,17700,1,0,0,1,0,0,0,0,0,0,0,0,0,15.0,0.0
2023-04-01,0,0,3,37440,3,0,7410,0,0,1,0,0,0,0,1,1,0,16.0,0.0
2023-04-02,0,0,1,10000,1,0,0,0,0,0,1,0,0,0,1,1,0,14.1,0.0
2023-04-03,0,1,0,7920,1,600,0,0,1,0,0,0,0,0,0,1,0,12.8,0.0
2023-04-04,1,0,2,34400,3,600,0,0,0,0,0,0,1,0,0,0,0,14.0,0.0
2023-04-05,0,1,2,35110,3,600,9300,0,0,0,0,0,0,1,0,1,0,16.1,0.0
2023-04-06,0,0,1,23430,1,0,1000,0,0,0,0,1,0,0,0,1,0,18.8,0.0
2023-04-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18.5,11.5
2023-04-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,14.6,3.5
2023-04-09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.8,0.0
2023-04-10,0,2,3,40839,5,1800,0,0,1,0,0,0,0,0,0,1,1,14.6,0.0
2023-04-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,18.2,0.0
2023-04-12,1,0,1,34500,2,0,2000,0,0,0,0,0,0,1,0,1,1,19.2,0.0
2023-04-13,1,0,0,19600,1,0,0,0,0,0,0,1,0,0,0,1,1,16.1,0.0
2023-04-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,18.2,0.0
2023-04-15,0,0,4,37399,4,1200,0,0,0,1,0,0,0,0,1,1,1,14.3,33.0
2023-04-16,0,0,3,58600,3,600,1111,0,0,0,1,0,0,0,1,1,1,16.2,13.5
2023-04-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15.1,1.0
2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13.6,0.0
2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18.0,0.0
2023-04-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.4,0.0
2023-04-21,0,0,2,46201,2,600,0,1,0,0,0,0,0,0,0,0,0,21.6,0.0
2023-04-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,14.9,0.0
2023-04-23,0,1,0,12000,1,0,1000,0,0,0,1,0,0,0,1,1,0,14.2,0.0
2023-04-24,0,0,1,12430,1,0,0,0,1,0,0,0,0,0,0,1,1,13.2,0.0
2023-04-25,1,0,1,25700,2,0,19420,0,0,0,0,0,1,0,0,1,1,14.1,0.0
2023-04-26,0,0,1,12500,1,0,0,0,0,0,0,0,0,1,0,1,1,15.6,23.5
2023-04-27,0,0,1,15800,1,0,1000,0,0,0,0,1,0,0,0,1,1,17.2,0.0
2023-04-28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,18.7,0.0
2023-04-29,0,0,1,4110,1,600,200,0,0,1,0,0,0,0,1,1,1,19.4,1.0
2023-04-30,0,1,1,36799,2,0,1200,0,0,0,1,0,0,0,1,1,0,19.7,3.0
2023-05-01,0,0,2,23190,2,600,0,0,1,0,0,0,0,0,0,1,0,17.8,1.0
2023-05-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17.4,0.0
2023-05-03,0,1,1,29300,2,0,0,0,0,0,0,0,0,1,1,1,0,17.8,0.0
2023-05-04,0,0,1,24300,1,0,0,0,0,0,0,1,0,0,1,1,0,19.7,0.0
2023-05-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,21.1,0.0
2023-05-06,0,0,1,18200,1,0,0,0,0,1,0,0,0,0,1,1,0,23.0,0.0
2023-05-07,0,0,3,26785,3,1200,0,0,0,0,1,0,0,0,1,1,0,17.6,43.5
2023-05-08,0,0,3,35120,3,0,0,0,1,0,0,0,0,0,0,1,0,12.9,30.5
2023-05-09,0,0,1,5500,1,600,0,0,0,0,0,0,1,0,0,1,0,15.1,0.0
2023-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,17.7,0.0
2023-05-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15.8,9.0
2023-05-12,0,0,1,7700,1,600,0,1,0,0,0,0,0,0,0,1,1,17.1,0.0
2023-05-13,0,0,1,18200,1,0,0,0,0,1,0,0,0,0,1,1,1,16.7,5.0
2023-05-14,0,1,2,33550,3,600,8300,0,0,0,1,0,0,0,1,1,1,16.9,3.0
2023-05-15,0,2,8,119920,10,600,49538,0,1,0,0,0,0,0,0,1,1,16.1,15.5
2023-05-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,19.9,0.0
2023-05-17,0,0,1,6985,1,600,0,0,0,0,0,0,0,1,0,1,0,22.8,0.0
2023-05-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25.4,0.0
2023-05-19,0,0,1,6600,1,600,0,1,0,0,0,0,0,0,0,1,0,20.6,12.0
2023-05-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,18.8,4.0
2023-05-21,0,0,2,25300,2,0,3000,0,0,0,1,0,0,0,1,1,0,21.1,0.0
2023-05-22,0,0,3,21381,3,1200,0,0,1,0,0,0,0,0,0,1,0,22.5,0.0
2023-05-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13.9,14.0
2023-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,18.2,0.0
2023-05-25,1,0,2,51260,3,0,1000,0,0,0,0,1,0,0,0,1,1,18.6,0.0
2023-05-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,20.1,0.0
2023-05-27,0,0,2,22900,2,600,1000,0,0,1,0,0,0,0,1,1,1,21.2,0.0
2023-05-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,21.6,0.0
2023-05-29,0,2,0,14751,2,1200,200,0,1,0,0,0,0,0,0,1,0,19.8,18.5
2023-05-30,1,0,0,15000,1,0,0,0,0,0,0,0,1,0,0,1,0,21.4,0.0
2023-05-31,0,1,0,18000,1,0,0,0,0,0,0,0,0,1,0,1,0,19.3,3.0
2023-06-01,0,0,1,13530,1,0,0,0,0,0,0,1,0,0,0,1,0,20.8,0.0
2023-06-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21.3,168.5
2023-06-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,20.0,92.5
2023-06-04,2,0,2,60930,4,600,22600,0,0,0,1,0,0,0,1,1,0,21.6,0.0
2023-06-05,1,1,3,71580,5,600,91350,0,1,0,0,0,0,0,0,1,1,23.1,0.0
2023-06-06,0,0,4,52810,4,0,16641,0,0,0,0,0,1,0,0,1,1,20.7,3.0
2023-06-07,0,0,1,9801,1,600,0,0,0,0,0,0,0,1,0,1,1,22.5,5.5
2023-06-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,23.1,1.0
2023-06-09,1,0,1,59300,2,0,24400,1,0,0,0,0,0,0,0,1,1,20.2,24.0
2023-06-10,1,0,4,50960,5,0,33710,0,0,1,0,0,0,0,1,1,1,22.4,0.0
2023-06-11,0,0,1,6200,1,600,0,0,0,0,1,0,0,0,1,1,1,21.2,16.5
2023-06-12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21.3,12.5
2023-06-13,0,0,1,8800,1,600,0,0,0,0,0,0,1,0,0,1,0,23.7,1.0
2023-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23.6,3.5
2023-06-15,1,0,1,15400,2,0,0,0,0,0,0,1,0,0,0,1,0,21.7,6.0
